order_id,product,product_description,origin,destination,shipping_mode,order_date,delay_days,customer_review
ORD8LLIHKP,Backpack,Backpack shipped via Sea from Abuja to Abuja,Abuja,Abuja,Sea,2024-01-28,3,package arrived damaged
ORD57E8A54,Shoes,Shoes shipped via Express from Kano to Lagos,Kano,Lagos,Express,2025-03-25,1,tracking updates were helpful
ORDH1VE8SU,Keyboard,Keyboard shipped via Road from Lagos to Abuja,Lagos,Abuja,Road,2024-05-03,2,poor handling caused delay
ORD0M9OHDS,Camera,Camera shipped via Air from Port Harcourt to Ibadan,Port Harcourt,Ibadan,Air,2025-04-12,2,fast delivery and great service
ORDA2O4M84,Tablet,Tablet shipped via Air from Port Harcourt to Abuja,Port Harcourt,Abuja,Air,2025-10-28,0,tracking updates were helpful
ORD5A806B4,Headphones,Headphones shipped via Road from Ibadan to Lagos,Ibadan,Lagos,Road,2025-06-15,6,package arrived damaged
ORDFQBVH0K,Monitor,Monitor shipped via Express from Kano to Abuja,Kano,Abuja,Express,2024-06-25,4,package arrived damaged
ORD7803G5D,Headphones,Headphones shipped via Road from Lagos to Kano,Lagos,Kano,Road,2024-11-09,2,tracking updates were helpful
ORDW6JL2L5,Smartphone,Smartphone shipped via Air from Abuja to Kano,Abuja,Kano,Air,2025-07-06,3,tracking updates were helpful
ORD10GDMIP,Laptop,Laptop shipped via Express from Lagos to Kano,Lagos,Kano,Express,2025-03-01,3,smooth and fast shipping process
ORDP43AR6J,Watch,Watch shipped via Air from Ibadan to Port Harcourt,Ibadan,Port Harcourt,Air,2025-05-04,0,poor handling caused delay
ORD04HHE7I,Laptop,Laptop shipped via Sea from Lagos to Kano,Lagos,Kano,Sea,2025-09-21,2,delayed shipment due to weather
ORDIJ0KZQV,Keyboard,Keyboard shipped via Road from Ibadan to Port Harcourt,Ibadan,Port Harcourt,Road,2024-12-01,1,tracking updates were helpful
ORDNF0402W,Shoes,Shoes shipped via Road from Abuja to Lagos,Abuja,Lagos,Road,2025-10-11,0,fast delivery and great service
ORD4IOAR4G,Monitor,Monitor shipped via Road from Kano to Kano,Kano,Kano,Road,2025-04-09,2,delivery slower than expected
ORDJP0XSM9,Headphones,Headphones shipped via Express from Port Harcourt to Port Harcourt,Port Harcourt,Port Harcourt,Express,2025-07-16,6,poor handling caused delay
ORDXYMSCNX,Keyboard,Keyboard shipped via Road from Abuja to Lagos,Abuja,Lagos,Road,2025-04-13,4,delayed shipment due to weather
ORDEZEMQT7,Keyboard,Keyboard shipped via Road from Abuja to Kano,Abuja,Kano,Road,2024-05-25,1,excellent logistics experience
ORD1H0S2UT,Smartphone,Smartphone shipped via Road from Ibadan to Port Harcourt,Ibadan,Port Harcourt,Road,2025-12-11,4,smooth and fast shipping process
